Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GOOG,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2026-04-13 13:30:00+00:00,,257.32000732421875,237.11000061035156,,627.0,102.73500061035156,260.17999267578125,238.1999969482422,,633.7000122070312,103.26000213623047,256.6600036621094,235.75,,624.4000244140625,102.05999755859375,259.8599853515625,237.27000427246094,,629.5,103.03199768066406,6263854,10365583,,2529860,6224393
2026-04-13 14:30:00+00:00,,257.7099914550781,237.85000610351562,,625.9450073242188,102.80000305175781,257.8800048828125,238.16929626464844,,627.889892578125,103.0199966430664,257.1000061035156,236.3800048828125,,625.1500244140625,102.56999969482422,257.30999755859375,237.125,,626.969970703125,102.73999786376953,3495796,5039926,,1098144,2754435
2026-04-13 15:30:00+00:00,,257.7799987792969,238.88499450683594,,629.2650146484375,103.50499725341797,257.875,239.32000732421875,,629.4600219726562,103.55000305175781,256.7900085449219,237.3800048828125,,625.72998046875,102.80000305175781,257.7300109863281,237.86000061035156,,625.72998046875,102.80000305175781,3136398,5062947,,772415,2065479
2026-04-13 16:30:00+00:00,,257.864990234375,238.75,,629.97998046875,103.6050033569336,258.3399963378906,239.08999633789062,,630.9600219726562,103.61509704589844,257.5151062011719,237.86000061035156,,628.2901000976562,103.36499786376953,257.79010009765625,238.88499450683594,,629.3179931640625,103.5,2360343,2919523,,690263,1792453
2026-04-13 17:30:00+00:00,,257.8800048828125,238.72500610351562,,631.2650146484375,103.30999755859375,258.20001220703125,239.22999572753906,,631.719970703125,103.66500091552734,257.5199890136719,238.4001007080078,,629.2000732421875,103.2300033569336,257.8599853515625,238.7449951171875,,630.0,103.61000061035156,2113453,2379978,,836731,1600762
2026-04-13 18:30:00+00:00,,257.8500061035156,238.56500244140625,,632.25,103.37000274658203,258.4800109863281,239.0850067138672,,633.1259765625,103.46990203857422,257.79998779296875,238.2100067138672,,631.2650146484375,103.2699966430664,257.864990234375,238.72000122070312,,631.2650146484375,103.30500030517578,2513031,3870124,,914463,1631635
2026-04-13 19:30:00+00:00,,259.2099914550781,239.86000061035156,,634.52001953125,103.16500091552734,259.5799865722656,240.0,,635.0,103.53510284423828,257.5899963378906,238.47000122070312,,631.8400268554688,102.87999725341797,257.8450012207031,238.52999877929688,,632.25,103.37000274658203,5022608,5312101,,1027066,3635245
2026-04-14 13:30:00+00:00,,259.3399963378906,245.8000030517578,,653.6456298828125,104.875,261.92999267578125,246.99000549316406,,654.0800170898438,104.9000015258789,259.0299987792969,241.77999877929688,,639.3704833984375,103.04000091552734,259.1000061035156,241.77999877929688,,643.0120239257812,103.16500091552734,8135429,16655479,,3981892,6678441
2026-04-14 14:30:00+00:00,,258.0553894042969,247.35000610351562,,660.2650146484375,105.40370178222656,259.42999267578125,247.75999450683594,,661.5,105.43000030517578,257.6099853515625,245.75,,653.0,104.5999984741211,259.3299865722656,245.82000732421875,,653.8220825195312,104.875,4964907,7434543,,2874407,5346227
