Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,META,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2026-08-17 13:30:00+00:00,,304.4949951171875,260.8099060058594,341.3500061035156,,76.8499984741211,307.6600036621094,265.75,345.0,,78.52999877929688,304.05499267578125,260.70001220703125,341.010009765625,,76.66000366210938,306.2099914550781,265.44000244140625,344.07501220703125,,77.80999755859375,7901505,12189544,2653618,,5724639
2026-08-17 14:30:00+00:00,,304.5350036621094,261.7099914550781,341.48480224609375,,76.55500030517578,304.9100036621094,261.7200012207031,341.97088623046875,,76.95010375976562,303.6499938964844,260.0799865722656,339.57000732421875,,76.36499786376953,304.48419189453125,260.7900085449219,341.2850036621094,,76.85710144042969,4144849,5607434,1876011,,3160899
2026-08-17 15:30:00+00:00,,303.55499267578125,260.50201416015625,341.8999938964844,,76.58499908447266,304.5950927734375,261.7300109863281,342.04998779296875,,76.69999694824219,303.04998779296875,260.20001220703125,340.6600036621094,,76.36499786376953,304.5400085449219,261.715087890625,341.4849853515625,,76.55500030517578,2930675,3281013,1293305,,4122501
2026-08-17 16:30:00+00:00,,304.4150085449219,258.6499938964844,340.7799072265625,,76.08499908447266,304.42498779296875,260.56988525390625,342.1299133300781,,76.63999938964844,302.9389953613281,258.5899963378906,340.1499938964844,,76.05999755859375,303.55999755859375,260.489990234375,341.8800048828125,,76.58999633789062,2489734,4828205,1232539,,2737737
2026-08-17 17:30:00+00:00,,304.7049865722656,259.6400146484375,341.32501220703125,,75.61499786376953,304.94000244140625,260.2099914550781,341.54998779296875,,76.19000244140625,303.9599914550781,258.3389892578125,340.32000732421875,,75.58999633789062,304.4150085449219,258.6549987792969,340.7650146484375,,76.08499908447266,2462965,3758046,855205,,2687323
2026-08-17 18:30:00+00:00,,306.1449890136719,260.510009765625,341.43499755859375,,75.7750015258789,306.1600036621094,260.6700134277344,341.70001220703125,,75.83999633789062,304.69049072265625,259.45001220703125,341.05999755859375,,75.46499633789062,304.70001220703125,259.6499938964844,341.32501220703125,,75.61990356445312,2925518,3656549,953487,,3571274
2026-08-17 19:30:00+00:00,,305.69000244140625,261.3349914550781,341.4599914550781,,76.02999877929688,306.32000732421875,261.3999938964844,341.6000061035156,,76.06999969482422,305.0299987792969,259.7699890136719,340.8500061035156,,75.69999694824219,306.1499938964844,260.5199890136719,341.3999938964844,,75.7750015258789,3979916,4464879,1732343,,4216998
2026-08-18 13:30:00+00:00,,309.659912109375,261.14599609375,341.8999938964844,,78.12999725341797,310.2699890136719,261.2699890136719,341.95001220703125,,78.52999877929688,305.739990234375,257.7300109863281,337.5199890136719,,76.33999633789062,307.5299987792969,260.6300048828125,339.8046875,,77.35189819335938,0,7344434,2930089,,8458705
2026-08-18 14:30:00+00:00,,310.42999267578125,260.42999267578125,340.73760986328125,,78.75,311.489990234375,262.17999267578125,342.0799865722656,,79.09719848632812,309.6000061035156,260.2799987792969,340.44000244140625,,78.05000305175781,309.6400146484375,261.1400146484375,341.8999938964844,,78.13500213623047,17838632,4300309,1410816,,5050815
