Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:30:00+00:00,256.3789978027344,221.25,248.68499755859375,711.2000122070312,1196.8575439453125,257.10791015625,222.36000061035156,249.57000732421875,715.6500244140625,1201.364990234375,255.60000610351562,220.8000030517578,247.69000244140625,709.7301025390625,1184.0260009765625,256.6700134277344,221.47000122070312,249.4250030517578,711.8699951171875,1184.3299560546875,4531854,4894969,1994938,2169165,757860
2025-10-07 15:30:00+00:00,256.3384094238281,221.07000732421875,247.49000549316406,709.0,1189.4200439453125,256.84979248046875,221.3699951171875,248.6750030517578,711.25,1197.3599853515625,255.88999938964844,220.39999389648438,246.91000366210938,707.7100219726562,1188.31005859375,256.3900146484375,221.22999572753906,248.6750030517578,711.0549926757812,1197.3599853515625,3693772,3249146,1466798,1209590,336549
2025-10-07 16:30:00+00:00,255.88999938964844,221.17999267578125,247.94500732421875,708.1400146484375,1189.550048828125,256.6600036621094,221.52499389648438,248.0500030517578,710.426513671875,1190.83984375,255.75430297851562,220.4499969482422,247.08999633789062,705.75,1183.0,256.3299865722656,221.0800018310547,247.49000549316406,709.0,1189.239990234375,2335693,2419533,785469,1814891,254961
2025-10-07 17:30:00+00:00,256.06988525390625,221.13499450683594,248.11500549316406,707.9542236328125,1187.3857421875,256.1499938964844,221.33999633789062,248.47000122070312,708.8200073242188,1190.81005859375,255.42999267578125,220.5399932861328,247.6199951171875,707.02001953125,1186.739990234375,255.86000061035156,221.1699981689453,247.9600067138672,708.1300048828125,1189.3499755859375,2294433,1993381,1022732,768212,167901
2025-10-07 18:30:00+00:00,256.0199890136719,221.1999969482422,247.64500427246094,709.2000122070312,1189.4100341796875,256.301513671875,221.4600067138672,248.33999633789062,710.3499755859375,1193.489990234375,255.91009521484375,220.9550018310547,247.5019989013672,707.844970703125,1186.6099853515625,256.07000732421875,221.13999938964844,248.10000610351562,707.905029296875,1187.56884765625,2361474,2192995,917732,659199,214320
2025-10-07 19:30:00+00:00,256.489990234375,221.8000030517578,247.1199951171875,712.9199829101562,1191.5799560546875,256.6199951171875,222.02000427246094,247.8000030517578,714.0,1194.050048828125,255.9199981689453,221.19000244140625,246.80999755859375,709.280029296875,1189.1099853515625,256.0199890136719,221.2050018310547,247.64999389648438,709.280029296875,1189.990966796875,3978516,3030056,1567594,1252769,311962
2025-10-08 13:30:00+00:00,257.8399963378906,223.18499755859375,246.87759399414062,713.375,1207.31005859375,258.19000244140625,223.47999572753906,247.19000244140625,716.3099975585938,1210.780029296875,256.1099853515625,221.19000244140625,245.08999633789062,707.8099975585938,1192.0,256.5299987792969,222.94500732421875,246.25,713.510009765625,1197.1099853515625,8459277,9677112,2982100,2928898,746771
2025-10-08 14:30:00+00:00,258.0400085449219,223.97999572753906,246.35000610351562,717.4299926757812,1206.81005859375,258.4549865722656,224.3699951171875,247.25999450683594,718.2498779296875,1209.5,257.20001220703125,223.08999633789062,245.3000946044922,713.4099731445312,1201.469970703125,257.8599853515625,223.1699981689453,246.85000610351562,713.5599975585938,1207.5174560546875,4427277,5512152,1546167,1301633,304303
2025-10-08 15:30:00+00:00,258.20001220703125,225.02999877929688,246.07000732421875,716.232177734375,1211.449951171875,258.5199890136719,225.16000366210938,246.6199951171875,718.3699951171875,1213.4599609375,257.55999755859375,223.76499938964844,245.85000610351562,715.0,1206.5201416015625,258.05499267578125,223.97000122070312,246.35499572753906,717.39501953125,1207.469970703125,2832234,4699488,1334538,906102,246095
2025-10-08 16:30:00+00:00,257.92498779296875,225.87669372558594,245.86000061035156,717.4348754882812,1211.25,258.32501220703125,225.88999938964844,246.10000610351562,717.6099243164062,1212.8199462890625,257.625,224.36000061035156,245.1699981689453,714.4600219726562,1209.530029296875,258.19000244140625,225.02000427246094,246.0399932861328,716.0800170898438,1211.280029296875,2099955,4541566,1085121,865509,159531
2025-10-08 17:30:00+00:00,257.9150085449219,226.61000061035156,245.63499450683594,717.8400268554688,1210.7208251953125,258.20001220703125,226.72999572753906,246.17999267578125,719.6500244140625,1214.300048828125,257.6499938964844,225.52000427246094,245.3249969482422,717.2100219726562,1210.3299560546875,257.92498779296875,225.86000061035156,245.8612060546875,717.5700073242188,1211.25,2280625,4973938,979080,1208410,292542
2025-10-08 18:30:00+00:00,258.25,225.39999389648438,245.76499938964844,719.0900268554688,1212.9150390625,258.42999267578125,226.67999267578125,246.0500030517578,719.4400024414062,1213.300048828125,257.739990234375,224.5449981689453,245.42999267578125,716.7100219726562,1210.5999755859375,257.8999938964844,226.6199951171875,245.64999389648438,717.885009765625,1211.1099853515625,2564469,6431931,1363197,869803,148260
2025-10-08 19:30:00+00:00,258.0299987792969,225.1999969482422,245.4949951171875,717.8300170898438,1214.260009765625,258.489990234375,225.61990356445312,245.96499633789062,719.409912109375,1217.0,257.8800048828125,224.82000732421875,245.14999389648438,716.6300048828125,1211.719970703125,258.239990234375,225.39500427246094,245.74000549316406,719.1199951171875,1212.9100341796875,4214118,5687049,1771672,1026452,470143
2025-10-09 13:30:00+00:00,254.97999572753906,222.6999969482422,242.41000366210938,719.6900024414062,1229.93994140625,257.3599853515625,224.06500244140625,244.85000610351562,719.989990234375,1232.114990234375,254.8090057373047,221.8699951171875,242.10000610351562,713.27001953125,1212.56005859375,257.3299865722656,224.00999450683594,244.5800018310547,718.5399780273438,1213.1300048828125,8612385,10710625,5015274,2955374,803095
2025-10-09 14:30:00+00:00,254.89500427246094,223.10000610351562,240.46499633789062,719.4031982421875,1227.199951171875,255.1199951171875,223.10000610351562,241.46279907226562,719.8200073242188,1229.989990234375,254.57009887695312,221.85000610351562,240.3699951171875,717.010009765625,1227.1600341796875,254.5800018310547,222.11000061035156,241.3000030517578,717.5198974609375,1229.7449951171875,4441161,5438165,4216186,1519280,329218
2025-10-09 15:30:00+00:00,253.84500122070312,224.16299438476562,241.72000122070312,727.5800170898438,1230.97998046875,254.61000061035156,224.3699951171875,242.1300048828125,728.7979736328125,1231.969970703125,253.8260955810547,223.13999938964844,239.80099487304688,723.1699829101562,1227.9000244140625,254.47000122070312,223.2949981689453,240.3249969482422,723.5499877929688,1230.3800048828125,4409804,4286832,1908924,1857658,184395
2025-10-09 16:30:00+00:00,253.4575958251953,223.86000061035156,241.50999450683594,726.1799926757812,1235.5799560546875,254.00999450683594,224.44000244140625,242.02000427246094,727.385009765625,1235.5799560546875,253.2030029296875,223.56500244140625,241.50999450683594,724.9000854492188,1230.6199951171875,253.8800048828125,224.2899932861328,241.88499450683594,726.5750122070312,1230.6199951171875,2710789,2718786,898451,1148043,457057
2025-10-09 17:30:00+00:00,253.55999755859375,226.27000427246094,241.28500366210938,730.280029296875,1232.0008544921875,253.72999572753906,226.27000427246094,241.50999450683594,730.4760131835938,1236.5,253.41009521484375,223.89999389648438,241.04440307617188,727.4019775390625,1232.0001220703125,253.72999572753906,223.89999389648438,241.27999877929688,727.6295166015625,1236.300048828125,2363786,5200414,1187531,1144250,157293
2025-10-09 18:30:00+00:00,253.89999389648438,227.0449981689453,241.75999450683594,730.5701293945312,1236.2501220703125,254.08999633789062,227.0449981689453,241.8300018310547,732.3499755859375,1237.125,253.41000366210938,226.07000732421875,241.26950073242188,728.989990234375,1234.364990234375,253.44000244140625,226.13999938964844,241.33999633789062,729.0997924804688,1234.364990234375,3949781,6205429,849459,1047876,245646
2025-10-09 19:30:00+00:00,253.97999572753906,227.6199951171875,241.64999389648438,733.1199951171875,1232.489990234375,254.27000427246094,228.10000610351562,241.87860107421875,733.239990234375,1235.0,253.63999938964844,226.6118927001953,241.59500122070312,731.8250122070312,1231.8399658203125,253.69000244140625,226.71499633789062,241.7449951171875,731.8250122070312,1234.7650146484375,3200147,5519724,981677,1092659,291366
2025-10-10 13:30:00+00:00,255.17999267578125,226.54879760742188,243.5,732.4949951171875,1244.5999755859375,256.29290771484375,227.61000061035156,244.4600067138672,733.2000122070312,1244.9300537109375,254.8800048828125,225.99000549316406,242.6999969482422,727.7000122070312,1235.1639404296875,255.32000732421875,226.5500030517578,243.07000732421875,731.4019775390625,1238.6300048828125,7963458,9540805,3213099,2829601,690585
2025-10-10 14:30:00+00:00,249.41000366210938,220.52000427246094,239.23959350585938,714.7200927734375,1237.947509765625,255.3000030517578,227.3300018310547,243.61000061035156,731.760009765625,1244.22998046875,248.9499969482422,219.49000549316406,239.23959350585938,713.5999755859375,1236.9600830078125,255.1999969482422,226.52000427246094,243.61000061035156,730.8699951171875,1242.550048828125,9992812,13065216,3546130,2384293,693137
2025-10-10 15:30:00+00:00,248.61000061035156,220.16000366210938,239.43719482421875,716.2650146484375,1240.08642578125,249.6649932861328,221.38720703125,239.95399475097656,717.0900268554688,1245.510009765625,247.75999450683594,219.47999572753906,238.16000366210938,710.8001098632812,1233.4300537109375,249.0399932861328,220.2198944091797,238.97999572753906,712.9099731445312,1234.10498046875,6989327,12530275,3543492,2277858,415389
2025-10-10 16:30:00+00:00,247.80999755859375,219.02000427246094,239.5,712.1500244140625,1229.8411865234375,249.05999755859375,220.63999938964844,239.81500244140625,717.672119140625,1242.613037109375,247.05999755859375,217.610107421875,237.7899932861328,708.8800048828125,1227.02001953125,248.58999633789062,220.1300048828125,239.44000244140625,716.2587890625,1240.0699462890625,4394995,6764811,2584076,1517887,414700
2025-10-10 17:30:00+00:00,247.2899932861328,219.3000030517578,240.27000427246094,711.8250122070312,1226.56494140625,248.57000732421875,219.67990112304688,240.5749969482422,714.4099731445312,1233.75,247.11500549316406,218.5626983642578,239.21499633789062,709.7150268554688,1225.06005859375,247.77000427246094,219.00999450683594,239.49000549316406,712.0599975585938,1229.75,4481867,4505495,1351611,1254776,285853
